ID_пользователя,Дата_посещения_сайта,День_недели,Месяц,Наименование_событий,Наименование_страницы,Выручка,Средняя_выручка
4333,2024-01-06 02:52:55,Saturday,1,add,pdp,,
4333,2024-01-06 02:52:57,Saturday,1,view,cart,,
4333,2024-01-06 02:53:26,Saturday,1,purchase,cart,581.45,508.5220910189287
4334,2024-01-16 07:44:00,Tuesday,1,view,recommendations,,
4334,2024-01-02 19:38:00,Tuesday,1,view,catalog,,
4334,2024-01-02 19:38:16,Tuesday,1,add,recommendations,,
4334,2024-01-02 19:38:22,Tuesday,1,view,cart,,
4334,2024-01-02 19:38:59,Tuesday,1,purchase,cart,769.2,508.5220910189287
4334,2024-01-18 03:15:00,Thursday,1,add,catalog,,
4334,2024-01-18 03:15:13,Thursday,1,view,cart,,
4334,2024-01-18 03:15:37,Thursday,1,purchase,cart,736.5,508.5220910189287
4334,2024-01-03 17:28:00,Wednesday,1,add,pdp,,
4334,2024-01-03 17:28:14,Wednesday,1,view,cart,,
4334,2024-01-03 17:28:23,Wednesday,1,purchase,cart,861.99,508.5220910189287
4335,2024-01-30 10:56:00,Tuesday,1,view,recommendations,,
4335,2024-01-30 10:56:19,Tuesday,1,add,recommendations,,
4335,2024-01-30 10:56:28,Tuesday,1,view,cart,,
4335,2024-01-30 10:56:47,Tuesday,1,purchase,cart,1043.94,508.5220910189287
4335,2024-01-06 18:41:00,Saturday,1,view,recommendations,,
4335,2024-01-06 18:41:40,Saturday,1,add,pdp,,
4335,2024-01-06 18:41:43,Saturday,1,view,cart,,
4335,2024-01-06 18:42:10,Saturday,1,purchase,cart,359.64,508.5220910189287
4335,2024-01-18 05:12:00,Thursday,1,view,main_page,,
4335,2024-01-18 05:12:41,Thursday,1,add,search,,
4335,2024-01-18 05:12:42,Thursday,1,view,cart,,
4335,2024-01-18 05:12:55,Thursday,1,purchase,cart,664.87,508.5220910189287
4335,2024-01-12 11:06:00,Friday,1,view,search,,
4335,2024-01-12 11:06:16,Friday,1,click,pdp,,
4335,2024-01-12 11:06:23,Friday,1,add,pdp,,
4335,2024-01-12 11:06:42,Friday,1,view,cart,,
4335,2024-01-12 11:07:06,Friday,1,purchase,cart,414.74,508.5220910189287
4336,2024-01-18 15:28:00,Thursday,1,view,catalog,,
4336,2024-01-18 15:28:48,Thursday,1,click,pdp,,
4337,2024-01-26 12:37:00,Friday,1,view,search,,
4337,2024-01-26 12:37:38,Friday,1,click,pdp,,
4337,2024-01-26 12:37:52,Friday,1,add,pdp,,
4337,2024-01-26 12:38:02,Friday,1,view,cart,,
4337,2024-01-26 12:38:04,Friday,1,purchase,cart,612.15,508.5220910189287
4337,2024-01-08 04:24:00,Monday,1,view,main_page,,
4337,2024-01-08 04:24:55,Monday,1,add,recommendations,,
4337,2024-01-08 04:25:11,Monday,1,view,cart,,
4337,2024-01-08 04:25:17,Monday,1,purchase,cart,664.87,508.5220910189287
4338,2024-01-19 08:40:00,Friday,1,view,search,,
4338,2024-01-19 08:40:26,Friday,1,add,search,,
4338,2024-01-19 08:40:33,Friday,1,view,cart,,
4338,2024-01-19 08:40:36,Friday,1,purchase,cart,762.08,508.5220910189287
4338,2024-01-04 14:17:00,Thursday,1,add,catalog,,
4338,2024-01-04 14:17:02,Thursday,1,view,cart,,
4338,2024-01-04 14:17:26,Thursday,1,purchase,cart,484.38,508.5220910189287
4339,2024-01-20 11:31:00,Saturday,1,view,main_page,,
4339,2024-01-20 11:31:53,Saturday,1,click,pdp,,
4339,2024-01-20 11:32:02,Saturday,1,add,pdp,,
4339,2024-01-20 11:32:14,Saturday,1,view,cart,,
4339,2024-01-20 11:32:43,Saturday,1,purchase,cart,1020.31,508.5220910189287
4339,2024-01-06 11:11:00,Saturday,1,view,search,,
4339,2024-01-06 11:11:12,Saturday,1,add,search,,
4339,2024-01-06 11:11:25,Saturday,1,view,cart,,
4339,2024-01-06 11:12:04,Saturday,1,purchase,cart,93.8,508.5220910189287
4339,2024-01-28 03:30:00,Sunday,1,view,main_page,,
4339,2024-01-03 10:35:00,Wednesday,1,view,search,,
4339,2024-01-03 10:35:38,Wednesday,1,add,recommendations,,
4339,2024-01-03 10:35:49,Wednesday,1,view,cart,,
4339,2024-01-03 10:36:25,Wednesday,1,purchase,cart,1090.76,508.5220910189287
4340,2024-01-22 19:16:00,Monday,1,view,catalog,,
4340,2024-01-22 19:16:30,Monday,1,click,pdp,,
4340,2024-01-10 05:20:00,Wednesday,1,add,catalog,,
4340,2024-01-10 05:20:08,Wednesday,1,view,cart,,
4340,2024-01-10 05:20:10,Wednesday,1,purchase,cart,995.81,508.5220910189287
4341,2024-01-20 16:05:00,Saturday,1,view,main_page,,
4341,2024-01-20 16:05:45,Saturday,1,add,search,,
4341,2024-01-20 16:05:58,Saturday,1,view,cart,,
4341,2024-01-20 16:06:23,Saturday,1,purchase,cart,285.66,508.5220910189287
4342,2024-01-22 08:48:00,Monday,1,view,recommendations,,
4342,2024-01-22 08:48:17,Monday,1,click,pdp,,
4342,2024-01-22 08:48:26,Monday,1,add,pdp,,
4342,2024-01-22 08:48:40,Monday,1,view,cart,,
4342,2024-01-22 08:49:18,Monday,1,purchase,cart,492.91,508.5220910189287
4342,2024-01-19 07:43:00,Friday,1,view,main_page,,
4342,2024-01-19 07:43:16,Friday,1,click,pdp,,
4342,2024-01-19 07:43:29,Friday,1,add,pdp,,
4342,2024-01-19 07:43:44,Friday,1,view,cart,,
4342,2024-01-19 07:44:16,Friday,1,purchase,cart,172.33,508.5220910189287
4342,2024-01-27 01:24:00,Saturday,1,view,recommendations,,
4342,2024-01-27 01:24:19,Saturday,1,click,pdp,,
4342,2024-01-27 01:24:43,Saturday,1,add,pdp,,
4342,2024-01-27 01:24:49,Saturday,1,view,cart,,
4342,2024-01-27 01:24:57,Saturday,1,purchase,cart,662.25,508.5220910189287
4343,2024-01-21 00:16:00,Sunday,1,view,catalog,,
4343,2024-01-21 00:16:27,Sunday,1,add,pdp,,
4343,2024-01-21 00:16:38,Sunday,1,view,cart,,
4343,2024-01-21 00:17:09,Sunday,1,purchase,cart,578.88,508.5220910189287
4343,2024-01-04 01:02:00,Thursday,1,click,pdp,,
4343,2024-01-04 01:02:02,Thursday,1,add,pdp,,
4343,2024-01-04 01:02:20,Thursday,1,view,cart,,
4343,2024-01-04 01:02:53,Thursday,1,purchase,cart,352.72,508.5220910189287
4343,2024-01-21 00:32:00,Sunday,1,add,recommendations,,
4343,2024-01-21 00:32:06,Sunday,1,view,cart,,
4343,2024-01-21 00:32:25,Sunday,1,purchase,cart,887.71,508.5220910189287
4343,2024-01-05 06:50:00,Friday,1,view,recommendations,,
4343,2024-01-05 06:50:29,Friday,1,click,pdp,,
4343,2024-01-05 06:50:41,Friday,1,add,pdp,,
4343,2024-01-05 06:50:43,Friday,1,view,cart,,
4343,2024-01-05 06:51:16,Friday,1,purchase,cart,940.99,508.5220910189287
4344,2024-01-14 14:47:00,Sunday,1,view,recommendations,,
4344,2024-01-14 14:47:49,Sunday,1,add,pdp,,
4344,2024-01-18 03:41:00,Thursday,1,view,main_page,,
4344,2024-01-18 03:41:05,Thursday,1,click,pdp,,
4344,2024-01-18 03:41:23,Thursday,1,add,pdp,,
4344,2024-01-18 03:41:29,Thursday,1,view,cart,,
4344,2024-01-18 03:41:35,Thursday,1,purchase,cart,633.15,508.5220910189287
4345,2024-01-11 02:18:00,Thursday,1,view,search,,
4345,2024-01-11 02:18:42,Thursday,1,add,recommendations,,
4345,2024-01-11 02:18:56,Thursday,1,view,cart,,
4345,2024-01-11 02:19:26,Thursday,1,purchase,cart,110.9,508.5220910189287
4345,2024-01-19 20:32:00,Friday,1,click,pdp,,
4345,2024-01-19 20:32:21,Friday,1,add,pdp,,
4345,2024-01-19 20:32:26,Friday,1,view,cart,,
4345,2024-01-19 20:32:31,Friday,1,purchase,cart,621.31,508.5220910189287
4345,2024-01-08 07:27:00,Monday,1,click,pdp,,
4345,2024-01-01 02:43:00,Monday,1,view,search,,
4345,2024-01-01 02:43:36,Monday,1,click,pdp,,
4346,2024-01-29 12:41:00,Monday,1,click,pdp,,
4346,2024-01-29 12:41:25,Monday,1,add,pdp,,
4346,2024-01-29 12:41:30,Monday,1,view,cart,,
4346,2024-01-29 12:42:05,Monday,1,purchase,cart,965.88,508.5220910189287
4347,2024-01-21 18:00:00,Sunday,1,view,search,,
4347,2024-01-21 18:00:08,Sunday,1,click,pdp,,
4347,2024-01-21 18:00:21,Sunday,1,add,pdp,,
4347,2024-01-21 18:00:39,Sunday,1,view,cart,,
4347,2024-01-21 18:01:17,Sunday,1,purchase,cart,515.43,508.5220910189287
4347,2024-01-27 12:57:00,Saturday,1,view,catalog,,
4347,2024-01-27 12:57:09,Saturday,1,add,catalog,,
4347,2024-01-27 12:57:19,Saturday,1,view,cart,,
4347,2024-01-27 12:57:36,Saturday,1,purchase,cart,468.04,508.5220910189287
4348,2024-01-07 05:57:00,Sunday,1,view,recommendations,,
4348,2024-01-04 07:56:00,Thursday,1,view,search,,
4348,2024-01-04 07:56:37,Thursday,1,click,pdp,,
4348,2024-01-04 07:56:56,Thursday,1,add,pdp,,
4348,2024-01-04 07:57:11,Thursday,1,view,cart,,
4348,2024-01-04 07:57:44,Thursday,1,purchase,cart,410.49,508.5220910189287
4348,2024-01-05 02:39:00,Friday,1,view,main_page,,
4348,2024-01-05 02:39:47,Friday,1,click,pdp,,
4348,2024-01-10 04:07:00,Wednesday,1,view,catalog,,
4348,2024-01-10 04:07:29,Wednesday,1,click,pdp,,
4348,2024-01-10 04:07:47,Wednesday,1,add,pdp,,
4348,2024-01-10 04:07:52,Wednesday,1,view,cart,,
4348,2024-01-10 04:08:02,Wednesday,1,purchase,cart,498.97,508.5220910189287
4349,2024-01-10 06:38:00,Wednesday,1,view,recommendations,,
4349,2024-01-28 21:23:00,Sunday,1,view,search,,
4349,2024-01-09 02:00:00,Tuesday,1,view,recommendations,,
4350,2024-01-04 23:56:00,Thursday,1,add,search,,
4350,2024-01-04 23:56:10,Thursday,1,view,cart,,
4350,2024-01-04 23:56:27,Thursday,1,purchase,cart,452.38,508.5220910189287
4350,2024-01-27 21:48:00,Saturday,1,view,main_page,,
4350,2024-01-27 21:48:42,Saturday,1,click,pdp,,
4350,2024-01-27 21:48:46,Saturday,1,add,pdp,,
4350,2024-01-05 01:56:00,Friday,1,view,catalog,,
4350,2024-01-05 01:56:25,Friday,1,click,pdp,,
4350,2024-01-05 01:56:54,Friday,1,add,pdp,,
4351,2024-01-09 12:40:00,Tuesday,1,view,search,,
4351,2024-01-09 12:40:25,Tuesday,1,add,recommendations,,
4351,2024-01-11 00:18:00,Thursday,1,view,main_page,,
4351,2024-01-26 11:55:00,Friday,1,view,recommendations,,
4351,2024-01-08 09:24:00,Monday,1,view,search,,
4351,2024-01-08 09:24:33,Monday,1,add,catalog,,
4351,2024-01-08 09:24:36,Monday,1,view,cart,,
4351,2024-01-08 09:24:55,Monday,1,purchase,cart,538.36,508.5220910189287
4351,2024-01-12 01:03:00,Friday,1,view,main_page,,
4352,2024-01-01 13:43:00,Monday,1,view,search,,
4352,2024-01-01 13:43:55,Monday,1,add,search,,
4352,2024-01-01 13:43:57,Monday,1,view,cart,,
4352,2024-01-01 13:44:08,Monday,1,purchase,cart,176.92,508.5220910189287
4353,2024-01-20 06:15:00,Saturday,1,view,catalog,,
4353,2024-01-20 06:15:46,Saturday,1,click,pdp,,
4353,2024-01-20 06:15:47,Saturday,1,add,pdp,,
4353,2024-01-12 14:20:00,Friday,1,view,recommendations,,
4353,2024-01-12 14:20:34,Friday,1,add,recommendations,,
4353,2024-01-12 14:20:42,Friday,1,view,cart,,
4353,2024-01-12 14:21:11,Friday,1,purchase,cart,284.07,508.5220910189287
4353,2024-01-27 17:02:00,Saturday,1,view,main_page,,
4353,2024-01-27 17:02:29,Saturday,1,click,pdp,,
4353,2024-01-27 17:02:49,Saturday,1,add,pdp,,
4354,2024-01-15 06:06:00,Monday,1,view,search,,
4354,2024-01-11 17:23:00,Thursday,1,click,pdp,,
4355,2024-01-12 15:35:00,Friday,1,view,catalog,,
4355,2024-01-12 15:35:05,Friday,1,click,pdp,,
4355,2024-01-24 15:40:00,Wednesday,1,view,catalog,,
4355,2024-01-24 15:40:26,Wednesday,1,add,pdp,,
4355,2024-01-24 15:40:32,Wednesday,1,view,cart,,
4355,2024-01-24 15:40:36,Wednesday,1,purchase,cart,799.92,508.5220910189287
4355,2024-01-04 23:14:00,Thursday,1,view,main_page,,
4355,2024-01-04 23:14:05,Thursday,1,click,pdp,,
4355,2024-01-17 20:54:00,Wednesday,1,click,pdp,,
4355,2024-01-17 20:54:08,Wednesday,1,add,pdp,,
4355,2024-01-17 20:54:16,Wednesday,1,view,cart,,
4355,2024-01-17 20:54:34,Wednesday,1,purchase,cart,224.37,508.5220910189287
4356,2024-01-07 13:14:00,Sunday,1,view,main_page,,
4356,2024-01-07 13:14:10,Sunday,1,add,recommendations,,
4356,2024-01-07 13:14:28,Sunday,1,view,cart,,
4356,2024-01-07 13:14:43,Sunday,1,purchase,cart,61.13,508.5220910189287
4356,2024-01-08 03:33:00,Monday,1,view,catalog,,
4356,2024-01-08 03:33:26,Monday,1,add,search,,
4356,2024-01-08 03:33:37,Monday,1,view,cart,,
4356,2024-01-08 03:33:59,Monday,1,purchase,cart,949.68,508.5220910189287
4357,2024-01-15 06:36:00,Monday,1,click,pdp,,
4357,2024-01-08 08:41:00,Monday,1,view,recommendations,,
4358,2024-01-23 13:56:00,Tuesday,1,view,recommendations,,
4358,2024-01-23 13:56:26,Tuesday,1,click,pdp,,
4358,2024-01-23 13:56:30,Tuesday,1,add,pdp,,
4358,2024-01-23 13:56:36,Tuesday,1,view,cart,,
4358,2024-01-23 13:57:04,Tuesday,1,purchase,cart,672.87,508.5220910189287
4358,2024-01-15 17:05:00,Monday,1,view,main_page,,
4359,2024-01-22 03:48:00,Monday,1,view,recommendations,,
4359,2024-01-22 03:48:15,Monday,1,add,recommendations,,
4359,2024-01-14 20:25:00,Sunday,1,view,search,,
4359,2024-01-14 20:25:21,Sunday,1,click,pdp,,
4359,2024-01-14 20:25:26,Sunday,1,add,pdp,,
4359,2024-01-14 20:25:31,Sunday,1,view,cart,,
4359,2024-01-14 20:25:54,Sunday,1,purchase,cart,835.71,508.5220910189287
4359,2024-01-03 03:15:00,Wednesday,1,view,catalog,,
4359,2024-01-03 03:15:33,Wednesday,1,click,pdp,,
4359,2024-01-16 04:52:00,Tuesday,1,view,search,,
4359,2024-01-16 04:52:31,Tuesday,1,add,search,,
4360,2024-01-28 06:41:00,Sunday,1,view,recommendations,,
4360,2024-01-28 06:41:37,Sunday,1,click,pdp,,
4360,2024-01-28 06:42:05,Sunday,1,add,pdp,,
4360,2024-01-28 06:42:19,Sunday,1,view,cart,,
4360,2024-01-28 06:42:49,Sunday,1,purchase,cart,960.46,508.5220910189287
4361,2024-01-01 04:33:00,Monday,1,view,recommendations,,
4361,2024-01-01 04:33:48,Monday,1,click,pdp,,
4361,2024-01-01 04:33:49,Monday,1,add,pdp,,
4361,2024-01-01 04:33:54,Monday,1,view,cart,,
4361,2024-01-01 04:33:58,Monday,1,purchase,cart,828.0,508.5220910189287
4362,2024-01-02 23:24:00,Tuesday,1,view,search,,
4362,2024-01-13 15:25:00,Saturday,1,click,pdp,,
4362,2024-01-02 04:32:00,Tuesday,1,view,search,,
4362,2024-01-02 04:32:36,Tuesday,1,click,pdp,,
4362,2024-01-02 04:32:51,Tuesday,1,add,pdp,,
4362,2024-01-02 04:32:57,Tuesday,1,view,cart,,
4362,2024-01-02 04:33:28,Tuesday,1,purchase,cart,857.06,508.5220910189287
4362,2024-01-17 19:15:00,Wednesday,1,click,pdp,,
4362,2024-01-26 00:42:00,Friday,1,view,catalog,,
4363,2024-01-13 00:42:00,Saturday,1,add,search,,
4363,2024-01-13 00:42:03,Saturday,1,view,cart,,
4363,2024-01-13 00:42:23,Saturday,1,purchase,cart,810.14,508.5220910189287
4364,2024-01-14 03:07:00,Sunday,1,view,recommendations,,
4364,2024-01-04 04:53:00,Thursday,1,view,main_page,,
4364,2024-01-04 04:53:14,Thursday,1,add,catalog,,
4364,2024-01-01 03:47:00,Monday,1,view,recommendations,,
4364,2024-01-01 03:47:51,Monday,1,click,pdp,,
4364,2024-01-01 03:47:58,Monday,1,add,pdp,,
4364,2024-01-01 03:48:05,Monday,1,view,cart,,
4364,2024-01-01 03:48:10,Monday,1,purchase,cart,403.69,508.5220910189287
4365,2024-01-24 22:26:00,Wednesday,1,view,main_page,,
4365,2024-01-24 22:26:17,Wednesday,1,click,pdp,,
4365,2024-01-28 22:01:00,Sunday,1,click,pdp,,
4365,2024-01-28 22:01:03,Sunday,1,add,pdp,,
4365,2024-01-28 22:01:12,Sunday,1,view,cart,,
4365,2024-01-28 22:01:31,Sunday,1,purchase,cart,79.15,508.5220910189287
4365,2024-01-23 20:08:00,Tuesday,1,view,catalog,,
4365,2024-01-23 20:08:10,Tuesday,1,click,pdp,,
4365,2024-01-23 20:08:29,Tuesday,1,add,pdp,,
4365,2024-01-23 20:08:36,Tuesday,1,view,cart,,
4365,2024-01-23 20:08:55,Tuesday,1,purchase,cart,121.05,508.5220910189287
4365,2024-01-16 01:40:00,Tuesday,1,view,search,,
4366,2024-01-21 04:53:00,Sunday,1,click,pdp,,
4366,2024-01-21 04:53:28,Sunday,1,add,pdp,,
4366,2024-01-21 04:53:41,Sunday,1,view,cart,,
4366,2024-01-21 04:54:03,Sunday,1,purchase,cart,558.8,508.5220910189287
4366,2024-01-08 20:27:00,Monday,1,view,recommendations,,
4366,2024-01-08 20:27:26,Monday,1,add,search,,
4366,2024-01-08 20:27:41,Monday,1,view,cart,,
4366,2024-01-08 20:28:13,Monday,1,purchase,cart,446.58,508.5220910189287
4366,2024-01-26 18:14:00,Friday,1,view,main_page,,
4366,2024-01-12 08:15:00,Friday,1,add,search,,
4366,2024-01-12 08:15:15,Friday,1,view,cart,,
4366,2024-01-12 08:15:48,Friday,1,purchase,cart,667.1,508.5220910189287
4367,2024-01-21 16:54:00,Sunday,1,view,catalog,,
4367,2024-01-21 16:54:02,Sunday,1,click,pdp,,
4367,2024-01-21 16:54:22,Sunday,1,add,pdp,,
4367,2024-01-21 16:54:39,Sunday,1,view,cart,,
4367,2024-01-21 16:55:06,Sunday,1,purchase,cart,1029.59,508.5220910189287
4367,2024-01-02 06:11:00,Tuesday,1,view,main_page,,
4367,2024-01-13 15:33:00,Saturday,1,view,recommendations,,
4367,2024-01-13 15:33:55,Saturday,1,click,pdp,,
4367,2024-01-29 01:24:00,Monday,1,view,catalog,,
4368,2024-01-13 01:14:00,Saturday,1,view,recommendations,,
4368,2024-01-04 00:58:00,Thursday,1,view,main_page,,
4368,2024-01-04 00:58:44,Thursday,1,add,pdp,,
4368,2024-01-04 00:58:51,Thursday,1,view,cart,,
4368,2024-01-04 00:59:29,Thursday,1,purchase,cart,46.96,508.5220910189287
4369,2024-01-17 14:46:00,Wednesday,1,add,search,,
4369,2024-01-17 14:46:06,Wednesday,1,view,cart,,
4369,2024-01-17 14:46:21,Wednesday,1,purchase,cart,766.16,508.5220910189287
4369,2024-01-07 01:38:00,Sunday,1,view,catalog,,
4369,2024-01-07 01:38:56,Sunday,1,click,pdp,,
4369,2024-01-14 08:28:00,Sunday,1,view,catalog,,
4369,2024-01-14 08:28:02,Sunday,1,add,search,,
4369,2024-01-14 08:28:03,Sunday,1,view,cart,,
4369,2024-01-14 08:28:27,Sunday,1,purchase,cart,746.25,508.5220910189287
4369,2024-01-01 22:46:00,Monday,1,add,catalog,,
4369,2024-01-01 22:46:10,Monday,1,view,cart,,
4369,2024-01-01 22:46:14,Monday,1,purchase,cart,765.11,508.5220910189287
4369,2024-01-08 16:08:00,Monday,1,view,catalog,,
4370,2024-01-25 10:23:00,Thursday,1,view,catalog,,
4370,2024-01-25 10:23:11,Thursday,1,click,pdp,,
4370,2024-01-25 10:23:14,Thursday,1,add,pdp,,
4371,2024-01-02 13:44:00,Tuesday,1,view,catalog,,
4371,2024-01-02 13:44:43,Tuesday,1,click,pdp,,
4371,2024-01-30 00:23:00,Tuesday,1,add,pdp,,
4371,2024-01-12 23:04:00,Friday,1,view,recommendations,,
4371,2024-01-02 18:53:00,Tuesday,1,view,catalog,,
4372,2024-01-22 21:52:00,Monday,1,add,pdp,,
4372,2024-01-12 23:18:00,Friday,1,view,main_page,,
4373,2024-01-30 06:45:00,Tuesday,1,view,recommendations,,
4373,2024-01-12 08:45:00,Friday,1,view,search,,
4373,2024-01-24 19:40:00,Wednesday,1,view,recommendations,,
4373,2024-01-16 03:38:00,Tuesday,1,view,recommendations,,
4373,2024-01-16 03:38:56,Tuesday,1,click,pdp,,
4373,2024-01-16 03:38:58,Tuesday,1,add,pdp,,
4373,2024-01-16 03:39:00,Tuesday,1,view,cart,,
4373,2024-01-16 03:39:21,Tuesday,1,purchase,cart,995.11,508.5220910189287
4374,2024-01-16 00:35:00,Tuesday,1,view,search,,
4374,2024-01-20 04:33:00,Saturday,1,view,catalog,,
4374,2024-01-20 04:33:06,Saturday,1,click,pdp,,
4374,2024-01-20 04:33:14,Saturday,1,add,pdp,,
4374,2024-01-20 04:33:29,Saturday,1,view,cart,,
4374,2024-01-20 04:33:35,Saturday,1,purchase,cart,936.58,508.5220910189287
4374,2024-01-05 14:01:00,Friday,1,view,search,,
4375,2024-01-07 15:00:00,Sunday,1,view,search,,
4375,2024-01-30 02:44:00,Tuesday,1,view,search,,
4376,2024-01-05 03:07:00,Friday,1,view,search,,
4376,2024-01-05 03:07:12,Friday,1,add,pdp,,
4376,2024-01-05 03:07:18,Friday,1,view,cart,,
4376,2024-01-05 03:07:35,Friday,1,purchase,cart,264.22,508.5220910189287
4376,2024-01-03 16:25:00,Wednesday,1,view,main_page,,
4377,2024-01-06 04:38:00,Saturday,1,view,catalog,,
4377,2024-01-06 04:38:05,Saturday,1,click,pdp,,
4377,2024-01-21 00:18:00,Sunday,1,view,recommendations,,
4377,2024-01-21 00:18:02,Sunday,1,add,catalog,,
4377,2024-01-21 00:18:05,Sunday,1,view,cart,,
4377,2024-01-21 00:18:37,Sunday,1,purchase,cart,755.77,508.5220910189287
4377,2024-01-05 11:17:00,Friday,1,view,main_page,,
4377,2024-01-05 11:17:29,Friday,1,click,pdp,,
4377,2024-01-05 11:17:35,Friday,1,add,pdp,,
4378,2024-01-27 05:32:00,Saturday,1,view,search,,
4378,2024-01-27 05:32:06,Saturday,1,click,pdp,,
4379,2024-01-16 23:47:00,Tuesday,1,view,main_page,,
4379,2024-01-16 23:47:57,Tuesday,1,add,recommendations,,
4379,2024-01-16 23:48:14,Tuesday,1,view,cart,,
4379,2024-01-16 23:48:52,Tuesday,1,purchase,cart,421.99,508.5220910189287
4379,2024-01-21 01:56:00,Sunday,1,add,pdp,,
4380,2024-01-19 23:29:00,Friday,1,view,search,,
4380,2024-01-19 23:29:27,Friday,1,add,recommendations,,
4380,2024-01-19 23:29:42,Friday,1,view,cart,,
4380,2024-01-19 23:30:03,Friday,1,purchase,cart,625.06,508.5220910189287
4381,2024-01-23 23:15:00,Tuesday,1,view,catalog,,
4381,2024-01-26 16:55:00,Friday,1,view,main_page,,
4381,2024-01-26 16:55:39,Friday,1,add,catalog,,
4381,2024-01-26 16:55:50,Friday,1,view,cart,,
4381,2024-01-26 16:55:59,Friday,1,purchase,cart,272.06,508.5220910189287
4382,2024-01-27 22:29:00,Saturday,1,view,recommendations,,
4382,2024-01-27 22:29:29,Saturday,1,add,search,,
4382,2024-01-19 13:36:00,Friday,1,view,catalog,,
4382,2024-01-19 13:36:33,Friday,1,add,search,,
4382,2024-01-19 13:36:50,Friday,1,view,cart,,
4382,2024-01-19 13:37:08,Friday,1,purchase,cart,738.11,508.5220910189287
4382,2024-01-16 01:14:00,Tuesday,1,view,recommendations,,
4383,2024-01-05 09:23:00,Friday,1,view,search,,
4383,2024-01-05 09:23:44,Friday,1,click,pdp,,
4383,2024-01-03 02:43:00,Wednesday,1,click,pdp,,
4383,2024-01-27 00:23:00,Saturday,1,view,recommendations,,
4383,2024-01-27 00:23:12,Saturday,1,add,catalog,,
4383,2024-01-27 00:23:23,Saturday,1,view,cart,,
4383,2024-01-27 00:23:58,Saturday,1,purchase,cart,116.56,508.5220910189287
4383,2024-01-16 08:51:00,Tuesday,1,view,recommendations,,
4384,2024-01-15 21:17:00,Monday,1,view,recommendations,,
4384,2024-01-21 09:43:00,Sunday,1,view,search,,
4384,2024-01-21 09:43:49,Sunday,1,click,pdp,,
4385,2024-01-15 15:06:00,Monday,1,view,catalog,,
4385,2024-01-15 15:06:49,Monday,1,click,pdp,,
4385,2024-01-14 12:00:00,Sunday,1,view,search,,
4385,2024-01-14 12:00:14,Sunday,1,click,pdp,,
4386,2024-01-23 08:00:00,Tuesday,1,view,catalog,,
4386,2024-01-23 08:00:10,Tuesday,1,add,catalog,,
4387,2024-01-09 10:03:00,Tuesday,1,view,recommendations,,
4387,2024-01-09 10:03:44,Tuesday,1,add,search,,
4387,2024-01-09 10:03:57,Tuesday,1,view,cart,,
4387,2024-01-09 10:04:30,Tuesday,1,purchase,cart,354.2,508.5220910189287
4388,2024-01-24 21:48:00,Wednesday,1,view,main_page,,
4389,2024-01-25 04:06:00,Thursday,1,view,recommendations,,
4389,2024-01-25 04:06:05,Thursday,1,add,catalog,,
4389,2024-01-16 05:56:00,Tuesday,1,view,recommendations,,
4389,2024-01-09 04:46:00,Tuesday,1,view,recommendations,,
4389,2024-01-09 04:46:05,Tuesday,1,click,pdp,,
4389,2024-01-05 21:16:00,Friday,1,view,search,,
4390,2024-01-17 03:54:00,Wednesday,1,view,recommendations,,
4390,2024-01-17 03:54:55,Wednesday,1,click,pdp,,
4390,2024-01-17 03:55:09,Wednesday,1,add,pdp,,
4390,2024-01-17 03:55:20,Wednesday,1,view,cart,,
4390,2024-01-17 03:55:58,Wednesday,1,purchase,cart,670.03,508.5220910189287
4390,2024-01-08 07:21:00,Monday,1,view,main_page,,
4390,2024-01-08 07:21:38,Monday,1,click,pdp,,
4390,2024-01-08 07:21:57,Monday,1,add,pdp,,
4390,2024-01-08 07:22:14,Monday,1,view,cart,,
4390,2024-01-08 07:22:52,Monday,1,purchase,cart,194.4,508.5220910189287
4391,2024-01-27 20:46:00,Saturday,1,view,recommendations,,
4391,2024-01-27 20:46:42,Saturday,1,click,pdp,,
4391,2024-01-27 20:46:48,Saturday,1,add,pdp,,
4391,2024-01-07 21:48:00,Sunday,1,view,catalog,,
4391,2024-01-07 21:48:02,Sunday,1,click,pdp,,
4391,2024-01-07 21:48:29,Sunday,1,add,pdp,,
4391,2024-01-07 21:48:41,Sunday,1,view,cart,,
4391,2024-01-07 21:49:11,Sunday,1,purchase,cart,1009.41,508.5220910189287
4392,2024-01-10 09:16:00,Wednesday,1,view,catalog,,
4392,2024-01-10 09:16:08,Wednesday,1,add,pdp,,
4392,2024-01-10 09:16:17,Wednesday,1,view,cart,,
4392,2024-01-10 09:16:46,Wednesday,1,purchase,cart,852.28,508.5220910189287
4392,2024-01-25 19:07:00,Thursday,1,view,search,,
4392,2024-01-27 17:18:00,Saturday,1,view,main_page,,
4392,2024-01-27 17:18:11,Saturday,1,add,pdp,,
4393,2024-01-30 21:26:00,Tuesday,1,view,recommendations,,
4393,2024-01-30 21:26:29,Tuesday,1,click,pdp,,
4394,2024-01-28 03:49:00,Sunday,1,view,recommendations,,
4394,2024-01-25 20:04:00,Thursday,1,view,search,,
4394,2024-01-25 20:04:37,Thursday,1,click,pdp,,
4394,2024-01-25 20:04:51,Thursday,1,add,pdp,,
4394,2024-01-25 20:04:57,Thursday,1,view,cart,,
